Variable01,Variable02,Variable03,Variable04,Variable05,Variable06,Variable07,Variable08,Variable09,Variable10,Variable11,Variable12,Variable13,Variable14,Variable15,Variable16,Variable17,Variable18,Variable19,Variable20,Variable21,Variable22,Variable23,Variable24,Variable25,Variable26,Variable27,Variable28,Amount,Class
2.18,-1.82,0.16,-1.86,-1.82,0.36,-1.97,0.26,-0.77,1.72,0.32,0.00,0.94,-0.95,-0.19,0.37,-0.28,0.97,-0.20,-0.36,0.12,0.79,0.21,-0.57,-0.53,-0.08,0.06,-0.03,38.56,0
-0.43,0.92,1.11,-0.14,0.35,-0.03,0.43,0.31,-0.41,-0.38,1.49,0.12,-0.87,-0.03,0.54,0.38,-0.03,0.12,-0.03,0.05,-0.18,-0.66,-0.03,-0.37,-0.24,0.10,0.26,0.08,1.92,0
-0.82,0.91,1.36,-1.57,0.34,-0.42,1.02,-0.41,0.27,0.28,1.74,0.42,-0.38,-0.29,0.05,0.18,-0.70,-0.42,-0.86,0.05,-0.02,0.10,-0.09,0.05,-0.44,0.72,-0.70,-0.31,0.76,0
-0.36,0.88,-1.93,-1.39,-0.23,-0.45,0.41,-2.75,-0.81,-1.48,0.43,0.69,-1.16,1.69,-0.35,-0.25,-0.09,0.18,0.92,0.44,-0.79,1.37,0.21,-0.31,-0.27,0.77,-0.16,-0.13,162.36,0
1.46,-0.46,-2.00,0.29,0.35,-0.29,0.07,0.00,0.82,-0.73,0.70,0.28,-1.08,-1.31,-0.57,0.48,1.00,0.99,0.59,0.08,-0.15,-0.74,0.05,0.22,-0.10,-0.15,-0.04,0.00,163.68,0
1.04,-0.22,0.41,1.53,-0.38,0.05,0.08,0.08,0.03,0.00,1.47,0.97,-0.47,0.32,-0.68,-0.67,0.09,-0.45,-0.17,0.02,0.03,0.02,-0.15,0.22,0.48,-0.37,0.02,0.02,93.40,0
-0.45,0.61,2.55,-0.17,0.03,-0.04,0.29,-0.03,1.29,-0.88,1.56,-2.77,0.10,1.41,0.12,-0.10,0.20,1.06,0.71,-0.03,-0.21,-0.44,-0.33,-0.14,0.15,-0.69,-0.11,-0.15,2.06,0
-0.27,0.20,1.24,0.23,-0.19,-0.26,0.14,0.08,0.44,-0.66,-1.21,-0.11,-0.18,-0.15,0.86,-0.51,-0.13,0.64,0.60,0.10,0.44,1.43,-0.09,-0.04,-0.61,-0.06,0.21,0.19,41.34,0
-1.82,-5.15,-0.41,4.12,-1.84,0.88,1.15,-0.09,-0.62,0.11,0.62,0.38,0.17,0.42,0.46,1.33,-1.29,1.28,-1.37,3.37,1.18,-0.65,-1.37,0.06,-0.32,-0.16,-0.26,0.29,1520.67,0
-3.25,-2.23,1.35,-2.56,-0.85,1.80,0.03,0.47,0.80,-0.80,1.24,0.85,-0.66,-0.41,0.32,-2.95,0.99,-0.32,-1.23,-2.14,-0.85,0.02,0.87,-1.01,0.24,-0.04,-0.10,-0.29,285.20,0
0.11,-3.10,0.11,-2.12,-2.38,0.13,-0.33,0.05,1.50,-1.03,1.06,2.04,0.13,-0.19,0.10,-2.81,0.54,1.24,0.43,0.62,-0.08,-0.61,-0.44,0.03,0.19,-0.75,0.04,0.13,523.97,0
-0.88,1.55,-1.11,-0.04,0.19,-1.63,0.36,0.52,-0.29,-1.15,-0.93,0.48,0.77,-0.44,0.46,0.34,0.59,0.66,-0.18,-0.12,0.39,1.00,-0.06,-0.13,-0.19,-0.13,0.05,-0.03,32.97,0
1.53,-1.09,-0.04,1.44,-1.36,0.12,-0.46,0.20,0.92,0.22,0.60,0.83,-0.67,0.19,0.13,0.70,-0.90,0.65,-0.68,0.26,0.31,0.35,0.07,-0.04,-0.54,-0.72,0.02,0.01,299.81,0
2.56,-0.82,-1.30,-1.08,-0.40,-0.92,-0.29,-0.20,-0.76,1.05,0.72,0.18,0.35,0.12,-0.60,1.23,-0.21,-1.35,1.24,0.05,-0.02,-0.18,0.20,-0.43,-0.16,-0.39,-0.05,-0.07,32.56,0
1.82,-2.04,-3.24,-1.69,-0.05,-0.77,0.35,-0.44,-2.07,1.94,0.19,-0.41,0.46,0.37,-1.44,-0.94,0.32,0.36,0.49,0.25,0.31,0.72,-0.45,0.18,0.70,0.30,-0.14,-0.05,376.71,0
1.92,-0.20,-1.64,0.72,0.22,-0.19,-0.04,-0.07,1.12,-0.78,-1.41,0.65,0.26,-1.71,-1.51,-0.31,0.84,-0.55,0.68,-0.08,-0.40,-1.11,0.24,0.38,-0.12,0.21,-0.03,-0.03,46.11,0
-0.77,0.24,2.21,-1.72,-0.01,0.25,0.20,0.10,2.48,-1.67,1.75,-1.77,0.88,1.00,-0.41,-0.37,0.15,0.74,-0.12,-0.11,-0.09,0.24,-0.32,-0.30,0.38,-0.87,-0.09,-0.19,13.86,0
-0.26,0.55,1.22,1.17,-0.21,0.44,1.40,-0.27,0.35,-0.28,-1.37,0.19,-0.01,-0.60,-1.08,-0.83,0.12,-0.69,1.31,0.01,-0.50,-1.02,0.21,-0.27,-0.89,-0.89,0.03,-0.04,134.96,0
0.35,0.88,0.08,1.06,0.08,-0.59,0.56,-0.31,-0.20,0.54,-0.63,-0.11,0.04,0.30,1.18,-1.15,0.70,-0.36,2.25,0.28,-0.14,-0.08,0.28,0.06,-1.57,0.43,0.37,0.35,2.74,0
1.24,-0.35,0.00,-0.32,-0.48,-0.64,-0.16,-0.12,-1.43,0.87,0.83,0.27,-0.18,0.51,0.02,-0.91,-0.41,1.30,-0.22,-0.41,-0.63,-1.61,0.21,-0.05,0.08,0.10,-0.05,0.01,42.84,0
1.11,-0.16,-0.09,1.04,-0.15,-0.43,0.22,-0.04,0.05,0.08,0.64,0.33,-1.17,0.79,-0.48,-0.05,-0.39,0.33,0.28,0.01,0.06,-0.04,-0.24,0.01,0.72,-0.29,-0.02,0.01,129.00,0
1.04,-0.39,1.48,0.95,-1.47,-0.76,-0.36,-0.10,0.63,-0.28,0.10,1.45,1.57,-0.52,0.44,0.11,-0.22,-0.28,-0.49,0.21,0.19,0.58,-0.09,1.09,0.28,0.57,-0.01,0.05,105.60,0
2.23,0.26,-1.58,0.69,0.55,-0.69,0.10,-0.36,1.60,-0.85,0.46,-2.57,1.73,0.66,-0.51,0.19,1.27,-0.15,-0.24,-0.20,-0.57,-0.99,0.42,0.48,-0.26,0.12,-0.10,-0.04,1.88,0
1.09,-1.43,0.28,1.75,-1.11,0.80,-0.91,0.31,1.65,-0.16,-1.89,0.30,-0.45,-0.75,-0.41,0.23,-0.39,0.39,-0.50,0.32,0.39,0.57,-0.06,0.62,-0.29,-0.60,0.07,0.04,306.29,0
-0.36,-0.21,1.72,-0.98,-1.59,-0.14,-0.62,0.52,-2.03,0.80,-0.63,-0.64,0.31,-0.28,-0.06,-1.29,1.90,-0.51,0.78,-0.28,-0.24,-0.26,0.20,0.42,-0.53,-0.22,0.08,0.08,50.75,0
-0.29,0.56,0.59,-0.50,0.45,-0.33,0.34,0.07,0.40,-1.30,-0.91,-0.56,-0.38,-1.44,0.39,1.11,0.30,0.39,-0.39,-0.07,-0.19,-0.56,0.19,0.42,-0.71,0.09,-0.09,0.13,48.15,0
1.99,-0.32,-1.53,0.32,0.10,-0.63,0.19,-0.26,0.07,0.30,0.63,1.49,0.89,0.36,-0.07,0.43,-1.07,0.26,0.13,0.05,0.25,0.65,-0.06,-0.47,0.01,0.38,-0.09,-0.06,116.80,0
-1.89,1.03,0.57,-1.41,1.04,-1.39,1.75,-0.45,0.09,-1.52,-0.50,0.46,0.74,-2.02,-1.14,0.34,0.61,-0.15,-0.92,-0.46,-0.34,-0.52,-0.13,-0.05,1.18,-0.16,-0.27,-0.01,50.97,0
0.04,0.70,0.12,-0.69,0.52,-0.64,1.07,-0.03,-0.28,-0.22,0.43,0.71,0.05,0.28,-1.04,0.18,-0.74,-0.16,0.36,-0.01,-0.22,-0.43,0.01,-0.45,-0.38,0.16,0.26,0.10,3.00,0
1.00,0.09,-0.01,0.48,0.02,-0.49,0.38,-0.05,-0.47,0.04,2.05,1.05,0.13,0.69,0.25,-0.08,-0.20,-0.96,0.02,0.00,-0.24,-0.87,0.11,0.03,0.20,0.16,-0.06,0.01,65.95,0
-0.66,1.13,1.61,0.40,0.28,-0.63,0.99,-0.12,-0.61,-0.38,0.03,0.42,0.50,0.21,0.76,-0.52,-0.07,-0.55,-0.76,-0.11,0.24,0.62,-0.13,0.40,-0.13,-0.47,0.02,0.14,3.51,0
-0.31,0.85,-0.94,-0.71,0.30,-0.24,0.65,0.38,-0.04,-1.33,1.13,0.94,-0.14,-1.01,-1.02,0.28,0.89,0.71,0.09,-0.20,-0.06,-0.23,0.10,0.58,-0.26,-0.23,-0.20,-0.06,91.35,0
1.78,-0.82,0.38,-0.21,-1.78,-0.25,-1.66,0.00,0.43,0.48,-0.87,0.86,1.83,-0.98,0.69,-1.12,-0.52,1.43,-1.07,-0.48,-0.08,0.55,0.25,0.06,-0.50,-0.25,0.11,-0.01,9.40,0
1.96,-0.24,-2.27,1.26,0.72,-0.43,0.69,-0.33,0.26,0.20,-1.66,-0.16,-0.84,0.79,-0.35,-0.66,-0.19,-0.49,-0.12,-0.04,0.07,0.13,-0.13,0.48,0.38,-0.43,-0.05,-0.03,119.88,0
1.46,-0.56,1.02,-0.66,-1.62,-1.17,-0.78,-0.14,-0.57,0.61,0.08,-0.24,0.79,-0.42,1.01,1.11,0.19,-1.29,0.17,0.08,0.31,0.97,-0.04,0.70,0.40,-0.10,0.03,0.02,3.44,0
1.22,0.10,0.54,1.75,-0.35,-0.46,-0.01,0.04,0.56,-0.08,-0.46,-0.07,-1.56,0.29,0.03,-0.80,0.41,-1.10,-0.49,-0.26,-0.09,-0.09,-0.01,0.33,0.59,-0.35,0.03,0.02,11.50,0
-1.88,1.95,0.89,-0.39,0.02,-0.27,0.40,0.26,0.39,1.29,1.50,0.58,-0.49,-0.54,0.63,0.20,0.02,-0.10,-0.36,0.82,-0.34,-0.67,0.09,-0.08,-0.01,0.10,0.74,0.38,2.78,0
1.84,-0.15,-3.76,-0.55,2.96,2.46,-0.35,0.59,0.45,-0.44,0.52,0.05,-0.23,-0.73,1.17,0.17,0.43,0.45,-0.68,-0.07,0.18,0.66,0.00,0.67,0.32,-0.07,0.01,-0.04,29.68,0
-1.38,0.38,1.46,-0.78,-0.40,0.20,-0.61,0.91,0.47,-0.31,0.30,0.37,-0.70,0.06,-0.39,0.70,-0.72,0.68,-0.01,-0.38,0.08,0.29,0.37,0.62,-0.47,0.32,-0.07,0.16,7.34,0
-0.34,1.04,1.25,0.11,-0.04,-0.80,0.54,0.10,-0.22,-0.58,0.13,-0.50,-1.30,-0.17,1.17,0.05,0.52,-0.63,-0.53,0.00,-0.24,-0.64,0.06,0.36,-0.31,0.10,0.30,0.11,3.83,0
0.96,0.15,0.24,1.10,0.08,0.30,-0.02,0.15,0.03,0.03,0.93,1.29,-0.02,0.23,-0.86,-0.39,-0.13,-0.31,0.05,-0.12,-0.07,0.00,-0.12,-0.32,0.58,-0.32,0.03,0.00,16.98,0
-0.36,1.14,-0.22,-0.77,0.38,-0.51,0.49,0.48,-0.42,-0.43,0.28,0.70,-0.35,0.60,-0.89,0.34,-0.48,-0.10,0.29,-0.14,-0.21,-0.45,0.08,-0.40,-0.41,0.17,0.13,0.02,13.79,0
1.78,0.50,-0.62,4.58,0.27,-0.29,0.18,-0.17,-0.93,1.20,-1.15,-0.52,-0.31,0.26,-0.67,0.72,-0.77,-0.18,-1.32,-0.34,0.33,0.90,0.00,0.06,0.18,0.26,-0.03,-0.05,10.20,0
1.08,-0.04,0.24,0.53,-0.38,-0.39,0.01,0.03,-0.17,0.08,1.57,0.85,-0.51,0.54,0.63,0.01,-0.19,-0.33,-0.34,-0.07,0.12,0.22,-0.05,0.23,0.32,0.45,-0.03,0.00,40.18,0
-1.15,0.42,0.47,-3.46,0.19,-1.58,0.47,0.31,1.69,-2.43,-1.47,1.25,0.50,0.13,-0.05,-0.40,-0.62,-0.06,0.07,-0.07,-0.12,-0.29,-0.31,-0.37,0.47,-0.94,0.25,0.06,6.72,0
0.75,-0.47,-0.04,1.64,-0.48,-0.87,0.74,-0.40,1.56,-0.52,0.27,-2.53,1.56,1.46,-0.54,-0.37,0.60,-0.11,-0.43,0.49,0.01,-0.27,-0.38,0.39,0.83,-0.38,-0.07,0.07,285.58,0
1.76,-1.16,-1.42,-0.94,-0.65,-1.04,-0.18,-0.23,-0.55,1.02,0.63,-0.99,-2.06,0.75,-0.21,1.13,-0.03,-0.80,1.01,0.13,0.16,-0.09,0.07,-0.37,-0.14,-0.27,-0.08,-0.05,147.60,0
2.34,-0.78,-1.42,-0.92,-0.43,-0.79,-0.63,-0.19,-0.80,1.19,0.68,0.02,0.32,0.13,-0.31,1.13,-0.34,-0.65,0.74,-0.01,0.32,0.86,0.01,-0.32,0.11,-0.04,-0.04,-0.06,8.69,0
1.55,-1.10,0.41,-1.41,-1.49,-0.90,-0.95,-0.30,-1.99,1.35,-0.43,-0.59,0.86,-0.32,0.41,-0.53,0.45,-0.01,-0.32,-0.22,-0.08,0.16,-0.07,0.47,0.44,-0.09,0.02,0.02,25.74,0
2.21,-0.12,-1.74,0.06,0.33,-0.50,0.05,-0.08,0.49,0.17,0.65,0.59,-0.50,0.78,0.21,0.17,-0.99,0.56,0.18,-0.24,0.29,0.93,-0.02,0.34,0.23,-0.13,-0.03,-0.06,0.94,0
-2.16,2.02,-2.36,-0.51,2.33,3.79,0.30,1.31,0.52,2.61,-0.33,0.10,-0.44,0.34,0.14,-1.36,0.16,-0.49,0.55,0.84,-0.07,0.35,-0.02,0.67,0.55,-0.37,0.86,0.45,2.84,0
-0.51,0.87,0.28,-0.31,1.12,-0.95,0.84,-0.07,-0.31,-1.30,-1.07,-1.93,-2.24,-1.26,0.63,0.99,0.53,0.76,-0.56,-0.11,-0.11,-0.60,-0.34,-0.60,0.21,0.27,0.03,0.14,0.74,0
-0.98,1.42,0.31,-0.69,0.90,0.04,0.48,0.49,-0.93,-1.45,0.64,0.98,0.83,-1.02,-0.52,0.77,0.25,0.72,0.20,0.24,-0.06,-0.30,-0.41,0.26,0.69,0.54,0.11,0.06,32.44,0
-0.48,0.64,2.68,-0.27,0.31,0.15,0.54,-0.16,1.25,-1.05,1.93,-1.99,2.44,1.51,-0.14,0.00,-0.10,1.08,1.06,0.15,-0.24,-0.41,-0.34,-0.49,0.25,-0.69,-0.07,-0.13,13.19,0
1.97,0.28,-1.78,0.49,0.24,-1.73,0.33,-0.46,0.35,-0.59,-0.07,0.62,1.44,-1.09,0.70,0.14,0.36,0.40,-0.48,-0.11,0.20,0.96,-0.03,0.01,0.35,-0.09,0.01,-0.02,4.94,0
0.99,0.19,-0.03,0.85,0.55,0.85,-0.03,0.14,0.03,0.03,0.18,1.13,0.43,0.08,-0.91,-0.25,-0.36,-0.14,0.35,-0.13,-0.12,-0.11,-0.24,-1.08,0.79,-0.25,0.04,-0.01,1.96,0
1.49,-1.92,-2.28,-0.52,-0.52,-1.80,0.86,-0.68,-0.75,0.88,-0.98,-1.99,-2.29,0.94,-0.23,0.17,0.59,-1.40,0.53,0.44,0.75,1.21,-0.48,0.12,0.48,0.25,-0.21,-0.03,434.27,0
-0.27,0.47,-0.44,-1.54,-0.46,-1.09,0.57,0.01,-1.43,0.20,-1.67,-0.26,-0.01,0.31,-0.59,-1.29,0.02,0.70,-0.77,-0.74,-0.41,-0.94,0.11,-0.12,-0.53,0.41,-0.38,-0.04,52.35,0
-0.93,1.31,0.75,0.04,0.30,0.63,0.05,0.88,-0.34,-0.33,-0.22,-0.94,-2.91,1.38,0.75,0.51,-0.50,0.65,0.30,-0.17,-0.14,-0.78,-0.10,-1.24,-0.11,-0.57,0.21,0.07,4.99,0
-0.04,0.59,1.32,1.07,0.15,0.11,0.78,-0.11,0.40,-0.27,-1.18,-0.06,-0.68,-0.41,-0.83,-0.84,0.22,-0.62,0.99,-0.01,-0.52,-0.74,0.15,-0.11,-1.02,-1.16,0.09,-0.01,28.23,0
0.29,1.15,-0.70,1.16,0.96,-0.54,0.81,-0.08,-0.34,-0.28,-0.65,-0.62,-0.18,-0.77,0.86,-0.01,0.60,0.77,0.03,0.11,0.27,1.03,-0.16,0.49,-0.41,-0.39,0.35,0.23,5.85,0
2.60,-1.34,-1.02,-1.36,-1.03,-0.33,-1.28,-0.19,-0.98,1.65,-1.11,-0.48,0.96,-0.51,-0.11,-0.34,0.36,0.02,-0.08,-0.21,-0.16,-0.01,0.23,0.41,-0.23,-0.22,0.01,-0.03,65.34,0
-0.89,0.33,1.74,-0.95,0.18,0.06,0.99,-1.20,1.41,1.59,0.90,0.34,-0.11,-1.36,-0.53,0.02,-1.09,0.29,-0.27,-0.19,0.27,1.09,-0.15,0.07,-0.61,0.31,-1.63,-0.76,23.99,0
-0.40,0.67,-0.03,-1.06,2.29,3.03,0.09,0.77,-0.63,-0.20,-0.19,-0.27,-0.06,0.25,1.06,0.47,-0.83,0.10,0.33,0.17,-0.30,-1.08,-0.07,1.17,-0.04,0.10,0.27,0.13,0.77,0
-0.47,0.62,1.25,0.50,0.96,0.54,1.46,-0.18,-0.30,-0.53,-1.32,0.55,1.29,-0.42,-0.37,-0.60,-0.18,-0.57,0.09,0.32,0.00,0.25,-0.04,-0.64,-0.07,-0.49,-0.01,-0.05,100.87,0
1.89,-1.09,-1.34,-1.48,-1.02,-0.55,-1.04,-0.19,-1.26,1.72,-1.37,-0.89,0.34,-0.49,-0.16,-0.59,0.40,0.09,-0.07,-0.44,-0.12,0.17,0.19,0.51,-0.05,-0.07,0.01,-0.04,11.34,0
-0.36,-0.22,-0.56,-2.15,1.08,-0.70,0.54,-0.03,-1.28,0.34,0.21,-0.66,-0.41,0.18,-1.34,0.98,-0.30,-0.86,0.33,0.19,0.49,1.11,-0.10,0.19,-0.31,-0.27,0.42,0.31,23.42,0
1.54,0.00,0.00,0.24,-0.05,-0.06,-0.24,0.17,0.20,0.19,0.03,-0.68,-2.24,0.75,0.65,1.02,-0.99,0.50,0.64,-0.21,-0.29,-1.11,0.01,-0.91,0.28,0.13,-0.04,-0.01,1.74,0
1.29,0.35,0.27,1.13,-0.03,-0.48,0.20,-0.11,-0.10,-0.06,-0.07,0.57,0.53,0.36,1.29,-0.27,-0.19,-0.57,-0.83,-0.14,0.07,0.32,-0.09,0.10,0.56,-0.28,0.03,0.02,5.61,0
1.66,-0.13,-1.45,0.18,0.48,-0.63,0.30,-0.32,0.65,-0.02,-1.80,0.24,0.62,0.32,0.75,0.08,-0.89,0.26,0.14,-0.09,0.25,0.81,-0.18,-1.11,0.45,-0.06,-0.03,-0.07,60.00,0
1.20,0.30,1.00,1.00,-0.54,-0.55,-0.09,-0.02,0.06,-0.11,0.25,0.71,0.55,0.15,1.13,-0.04,-0.18,-0.86,-1.00,-0.11,-0.15,-0.38,0.19,0.32,0.18,-0.52,0.05,0.03,11.56,0
0.47,-3.24,-1.82,0.39,-0.15,1.88,0.23,0.39,0.73,-0.44,0.63,1.04,-0.34,0.38,0.13,-0.23,0.11,-1.04,-0.53,1.29,0.08,-1.11,-0.14,-0.75,-0.99,0.12,-0.13,0.05,841.02,0
1.99,-0.08,-1.53,0.23,1.16,0.70,-0.05,0.21,0.49,-0.51,-0.20,0.15,-0.18,-0.64,1.16,-0.56,1.15,-1.82,-0.80,-0.19,-0.30,-0.61,0.32,-0.67,-0.39,0.27,-0.02,-0.05,20.70,0
2.36,-0.28,-1.11,0.29,0.13,-0.46,0.04,-0.17,0.60,0.19,0.26,1.03,0.60,0.09,-1.19,-0.26,-0.49,0.02,0.64,-0.16,0.15,0.77,-0.10,-0.31,0.21,0.62,-0.07,-0.09,11.04,0
1.35,-0.19,1.07,1.49,-1.02,-0.29,-0.67,0.26,1.11,-0.15,-1.46,-0.80,-2.39,0.17,0.40,0.21,-0.11,0.29,-0.20,-0.31,-0.09,-0.19,0.02,0.31,0.36,-0.40,0.05,0.03,7.99,0
2.35,-1.63,0.21,-0.97,-1.25,0.22,-1.84,0.17,0.23,0.90,0.74,0.51,0.95,-0.82,-0.06,1.82,-0.48,-0.19,0.49,0.14,0.46,1.72,0.08,-0.30,-0.45,-0.10,0.06,-0.04,51.92,0
-4.87,-5.18,2.15,2.38,2.51,-0.77,-1.76,0.70,-0.13,-0.37,1.10,0.89,-0.02,0.19,0.83,-0.54,0.31,0.37,-0.04,2.02,0.88,0.84,1.25,-0.33,0.59,-0.09,-0.13,0.20,424.20,0
-1.14,1.54,1.48,2.12,1.20,-0.02,1.63,-0.05,-2.30,-0.02,-1.23,-0.53,-0.25,0.04,-1.91,1.16,-1.09,-0.73,-2.58,-0.09,-0.22,-0.99,-0.11,-0.11,0.74,-0.42,-0.08,0.06,78.20,0
0.34,-1.77,0.73,0.58,-1.49,-0.54,-0.18,-0.07,0.85,-0.54,-0.34,0.55,0.06,-0.34,0.38,0.14,0.06,-0.33,-0.02,0.70,0.17,-0.26,-0.22,0.93,-0.07,0.90,-0.09,0.10,350.29,0
-0.77,-0.91,0.98,-3.48,1.74,4.21,-1.53,1.27,-0.25,-0.39,-0.47,-0.78,0.00,-0.83,-0.03,1.67,-0.69,-0.73,-0.95,0.09,0.52,1.23,-0.18,0.85,-0.18,-0.22,0.14,0.15,3.36,0
-2.07,-6.62,-4.65,0.67,-2.32,-0.60,2.69,-1.10,-1.22,0.15,0.28,-1.56,-2.11,1.51,-0.53,0.82,0.44,-0.48,0.47,3.74,1.73,0.22,-2.00,-0.31,-0.09,0.09,-0.45,0.31,1727.60,0
-0.50,1.65,-1.77,-0.91,1.13,-1.48,2.39,-0.87,0.37,0.01,-0.34,0.27,0.80,-1.29,-0.65,-0.71,0.51,-0.20,-0.28,0.11,0.00,0.72,-0.15,0.04,-0.15,0.07,0.21,0.13,121.51,0
-1.26,1.62,2.72,2.94,-0.81,0.35,-0.24,0.74,-1.84,0.74,1.15,0.29,-0.03,0.60,0.93,0.59,-0.12,0.69,0.76,0.16,0.06,0.03,-0.07,0.47,-0.09,0.12,0.08,0.09,6.18,0
-0.18,0.82,1.14,1.32,0.32,-0.14,0.62,0.17,-1.09,0.09,1.44,0.43,-0.85,0.72,0.68,-0.45,0.05,-0.37,0.75,-0.02,-0.17,-0.86,0.33,0.15,-1.31,-0.74,0.22,0.23,21.16,0
-0.09,-0.27,-0.50,-3.57,0.80,-1.62,1.20,-0.58,0.12,-1.02,-1.89,-1.09,-2.28,0.41,-0.67,-1.90,-0.26,1.30,-0.78,-0.75,-0.31,-0.23,-0.22,0.38,0.10,-0.31,-0.07,-0.07,16.35,0
1.02,-1.55,-2.24,0.74,0.12,-0.17,1.36,-0.32,0.06,0.03,0.29,0.76,-0.17,0.75,-0.83,-0.15,-0.58,0.01,0.36,0.99,0.38,-0.24,-0.45,0.30,0.05,0.25,-0.24,0.02,540.37,0
-0.97,0.39,2.45,0.16,-0.39,0.15,-0.46,0.68,-0.13,-0.65,0.30,0.77,-0.15,0.05,-0.81,0.52,-0.26,0.69,0.49,-0.01,0.10,0.13,-0.16,0.05,-0.08,0.26,-0.03,-0.02,12.08,0
1.06,-0.79,0.81,0.36,-0.94,0.82,-0.82,0.40,-0.90,0.62,1.56,1.36,0.63,-0.12,0.06,-1.69,0.25,0.80,-1.28,-0.43,-0.08,0.32,-0.06,-0.27,0.31,-0.19,0.10,0.03,82.67,0
0.14,0.30,0.18,1.22,0.66,-0.12,0.59,-0.30,0.50,0.31,-1.52,-0.92,-1.53,0.39,0.75,-1.87,1.03,0.25,2.58,0.11,0.26,0.99,-0.06,0.81,-0.85,0.17,-0.01,0.03,9.94,0
1.21,-1.03,0.35,-0.58,-1.13,-0.37,-0.66,0.08,-0.48,0.57,0.56,-0.68,-1.84,0.08,-1.03,0.95,0.35,-1.08,1.36,0.03,0.01,-0.10,-0.10,-0.02,0.50,-0.22,-0.01,0.00,62.64,0
-1.71,1.21,1.27,1.15,0.11,-0.28,0.67,-0.78,0.26,1.35,-0.83,-0.84,-0.68,-0.12,1.99,-0.55,-0.10,0.32,1.64,-0.11,0.22,0.50,-0.10,0.03,-0.27,-0.21,-1.59,0.04,0.01,0
0.13,0.92,-0.65,-0.94,1.64,-0.02,1.06,0.07,-0.37,-0.64,0.60,0.59,0.70,-0.81,-0.81,0.73,-0.11,0.34,0.23,0.07,-0.35,-0.86,-0.01,-0.19,-0.40,0.16,0.26,0.06,2.37,0
-0.35,1.15,-0.12,1.03,0.99,-0.88,1.03,-0.31,-0.26,0.34,-1.73,-1.08,-1.65,0.73,-0.09,-1.08,0.25,-0.12,0.79,-0.14,0.11,0.43,-0.28,-0.12,-0.03,-0.41,0.14,0.26,1.19,0
2.06,-1.95,0.30,-1.19,-1.91,0.72,-2.00,0.28,-0.39,1.73,0.34,0.54,0.71,-1.49,-2.08,-0.35,0.47,0.39,0.26,-0.40,-0.14,0.33,0.31,0.81,-0.43,-0.27,0.08,-0.03,17.73,0
-0.40,0.81,1.43,0.27,0.34,0.04,0.70,0.01,-0.22,-0.95,1.80,0.95,0.08,-1.53,-1.01,-0.30,1.11,0.08,0.00,0.07,-0.06,0.21,-0.26,0.20,-0.05,0.41,-0.08,-0.15,11.33,0
-1.98,-1.97,1.34,0.99,0.68,0.16,0.69,0.15,-1.19,0.65,0.20,-0.41,-0.22,-0.23,-0.59,1.88,-1.41,0.46,-1.17,1.39,0.42,0.33,1.10,-0.45,-0.28,2.19,-0.17,-0.01,438.20,0
-0.44,0.67,0.83,-0.91,0.85,0.02,1.06,0.11,-0.98,-0.63,1.98,1.32,0.16,0.56,-0.28,-0.14,-0.35,-1.19,-1.05,-0.13,-0.18,-0.46,0.22,-0.36,-0.44,-0.05,-0.01,0.02,39.04,0
-0.39,0.80,1.61,-1.39,0.00,-0.49,0.47,0.08,-0.27,-0.45,1.30,1.01,0.87,-0.05,-0.24,0.90,-1.31,0.14,-0.30,0.10,-0.06,-0.16,-0.08,0.06,-0.22,0.60,0.18,0.06,8.83,0
1.04,0.04,-0.28,0.84,0.13,-0.01,0.01,0.09,0.07,0.19,-0.04,-0.49,-1.95,1.05,0.44,0.79,-0.92,1.10,0.40,-0.14,0.00,-0.12,-0.22,-0.72,0.68,-0.30,-0.01,0.00,34.46,0
-2.03,1.72,1.13,1.81,-0.13,1.17,-1.13,-2.19,-0.54,0.08,-1.78,0.57,1.48,-0.29,-0.89,0.66,-0.27,0.25,-0.39,-0.83,3.83,-0.53,0.09,-0.40,0.12,0.12,0.22,0.06,14.05,0
-1.61,0.93,0.17,-0.79,-0.88,-0.42,0.11,0.15,1.08,0.47,0.84,0.88,-0.32,-0.05,-0.37,0.52,-0.81,0.25,0.09,-0.53,-0.07,-0.15,0.09,0.06,-0.83,-0.43,-1.59,-0.34,63.55,0
-0.62,0.82,2.26,0.87,0.05,0.16,0.59,0.18,0.09,-0.45,-1.34,-0.02,-0.78,-0.28,-0.85,-0.81,0.43,-0.52,1.17,0.10,-0.47,-1.52,-0.17,-0.09,0.34,-0.77,0.34,0.17,7.22,0
-0.84,-0.26,1.61,-1.86,-0.57,-0.65,0.21,0.16,-1.00,-0.26,0.41,0.04,-1.14,-0.05,-1.79,-0.75,-0.39,1.05,-1.62,-0.61,-0.57,-1.14,0.14,0.46,-0.35,0.38,0.00,0.11,36.01,0
1.83,-0.27,-0.96,0.37,-0.29,-1.10,-0.03,-0.07,0.51,0.25,0.61,0.18,-1.98,0.80,-0.37,0.18,-0.35,-0.19,0.37,-0.37,-0.26,-0.73,0.42,0.03,-0.33,0.14,-0.10,-0.06,4.49,0
1.32,-1.21,-1.65,0.62,-0.68,-1.30,0.39,-0.30,1.11,-0.15,-0.98,-0.90,-2.75,0.94,0.81,-0.21,-0.25,0.34,-0.32,0.40,0.57,0.62,-0.31,-0.01,0.09,-0.06,-0.11,0.00,446.25,0
